dataset,split,class_name,label,path,verdict,ffmpeg_messages,first_message,decode_seconds
DFD,train,real,1,DFD_original sequences/06__outside_talking_still_laughing.mp4,ok,0,,5.85
DFD,train,real,1,DFD_original sequences/06__podium_speech_happy.mp4,ok,0,,8.93
DFD,train,real,1,DFD_original sequences/06__talking_against_wall.mp4,ok,0,,6.47
DFD,train,real,1,DFD_original sequences/06__talking_angry_couch.mp4,ok,0,,9.35
DFD,train,real,1,DFD_original sequences/06__walk_down_hall_angry.mp4,ok,0,,3.66
DFD,train,real,1,DFD_original sequences/06__walking_and_outside_surprised.mp4,ok,0,,9.36
DFD,train,real,1,DFD_original sequences/06__walking_down_indoor_hall_disgust.mp4,ok,0,,10.4
DFD,train,real,1,DFD_original sequences/06__walking_down_street_outside_angry.mp4,ok,0,,5.31
DFD,train,real,1,DFD_original sequences/06__walking_outside_cafe_disgusted.mp4,ok,0,,3.31
DFD,train,real,1,DFD_original sequences/07__exit_phone_room.mp4,ok,0,,3.75
DFD,train,real,1,DFD_original sequences/07__hugging_happy.mp4,ok,0,,6.83
DFD,train,real,1,DFD_original sequences/07__kitchen_pan.mp4,ok,0,,5.18
DFD,train,real,1,DFD_original sequences/07__kitchen_still.mp4,ok,0,,6.58
DFD,train,real,1,DFD_original sequences/07__outside_talking_pan_laughing.mp4,ok,0,,6.4
DFD,train,real,1,DFD_original sequences/07__outside_talking_still_laughing.mp4,ok,0,,7.29
DFD,train,real,1,DFD_original sequences/07__podium_speech_happy.mp4,ok,0,,8.39
DFD,train,real,1,DFD_original sequences/07__secret_conversation.mp4,ok,0,,8.04
DFD,train,real,1,DFD_original sequences/07__talking_against_wall.mp4,ok,0,,6.59
DFD,train,real,1,DFD_original sequences/07__talking_angry_couch.mp4,ok,0,,13.42
DFD,train,real,1,DFD_original sequences/07__walk_down_hall_angry.mp4,ok,0,,5.76
DFD,train,real,1,DFD_original sequences/07__walking_down_street_outside_angry.mp4,ok,0,,6.04
DFD,train,real,1,DFD_original sequences/07__walking_outside_cafe_disgusted.mp4,ok,0,,4.46
DFD,val,real,1,DFD_original sequences/08__exit_phone_room.mp4,ok,0,,4.32
DFD,val,real,1,DFD_original sequences/08__kitchen_pan.mp4,ok,0,,5.72
DFD,val,real,1,DFD_original sequences/08__kitchen_still.mp4,ok,0,,8.72
DFD,val,real,1,DFD_original sequences/08__outside_talking_pan_laughing.mp4,ok,0,,7.43
DFD,val,real,1,DFD_original sequences/08__outside_talking_still_laughing.mp4,ok,0,,7.13
DFD,val,real,1,DFD_original sequences/08__podium_speech_happy.mp4,ok,0,,8.31
DFD,val,real,1,DFD_original sequences/08__talking_against_wall.mp4,ok,0,,7.78
DFD,val,real,1,DFD_original sequences/08__walk_down_hall_angry.mp4,ok,0,,5.2
DFD,val,real,1,DFD_original sequences/08__walking_down_street_outside_angry.mp4,ok,0,,6.28
DFD,val,real,1,DFD_original sequences/08__walking_outside_cafe_disgusted.mp4,ok,0,,5.53
DFD,val,real,1,DFD_original sequences/09__exit_phone_room.mp4,ok,0,,4.94
DFD,val,real,1,DFD_original sequences/09__kitchen_pan.mp4,ok,0,,5.39
DFD,val,real,1,DFD_original sequences/09__outside_talking_pan_laughing.mp4,ok,0,,7.31
DFD,val,real,1,DFD_original sequences/09__outside_talking_still_laughing.mp4,ok,0,,5.75
DFD,val,real,1,DFD_original sequences/09__podium_speech_happy.mp4,ok,0,,6.46
DFD,val,real,1,DFD_original sequences/09__talking_against_wall.mp4,ok,0,,5.93
DFD,val,real,1,DFD_original sequences/09__talking_angry_couch.mp4,ok,0,,10.57
DFD,val,real,1,DFD_original sequences/09__walk_down_hall_angry.mp4,ok,0,,3.82
DFD,val,real,1,DFD_original sequences/09__walking_down_street_outside_angry.mp4,ok,0,,4.34
DFD,train,real,1,DFD_original sequences/10__exit_phone_room.mp4,ok,0,,3.12
DFD,train,real,1,DFD_original sequences/10__kitchen_pan.mp4,ok,0,,5.53
DFD,train,real,1,DFD_original sequences/10__kitchen_still.mp4,ok,0,,7.15
DFD,train,real,1,DFD_original sequences/10__outside_talking_pan_laughing.mp4,ok,0,,8.03
DFD,train,real,1,DFD_original sequences/10__outside_talking_still_laughing.mp4,ok,0,,6.4
DFD,train,real,1,DFD_original sequences/10__podium_speech_happy.mp4,ok,0,,7.99
DFD,train,real,1,DFD_original sequences/10__talking_against_wall.mp4,ok,0,,8.88
DFD,train,real,1,DFD_original sequences/10__talking_angry_couch.mp4,ok,0,,11.79
DFD,train,real,1,DFD_original sequences/10__walk_down_hall_angry.mp4,ok,0,,7.02
DFD,train,real,1,DFD_original sequences/10__walking_down_street_outside_angry.mp4,ok,0,,9.19
DFD,train,real,1,DFD_original sequences/10__walking_outside_cafe_disgusted.mp4,ok,0,,8.11
DFD,train,real,1,DFD_original sequences/11__exit_phone_room.mp4,ok,0,,6.87
DFD,train,real,1,DFD_original sequences/11__kitchen_pan.mp4,ok,0,,5.93
DFD,train,real,1,DFD_original sequences/11__kitchen_still.mp4,ok,0,,6.37
DFD,train,real,1,DFD_original sequences/11__outside_talking_pan_laughing.mp4,ok,0,,6.4
DFD,train,real,1,DFD_original sequences/11__outside_talking_still_laughing.mp4,ok,0,,6.31
DFD,train,real,1,DFD_original sequences/11__podium_speech_happy.mp4,ok,0,,8.27
DFD,train,real,1,DFD_original sequences/11__secret_conversation.mp4,ok,0,,6.75
DFD,train,real,1,DFD_original sequences/11__talking_against_wall.mp4,ok,0,,5.94
DFD,train,real,1,DFD_original sequences/11__talking_angry_couch.mp4,ok,0,,10.06
DFD,train,real,1,DFD_original sequences/11__walk_down_hall_angry.mp4,ok,0,,5.16
DFD,train,real,1,DFD_original sequences/11__walking_down_street_outside_angry.mp4,ok,0,,7.18
DFD,train,real,1,DFD_original sequences/11__walking_outside_cafe_disgusted.mp4,ok,0,,6.06
DFD,train,real,1,DFD_original sequences/12__exit_phone_room.mp4,ok,0,,5.53
DFD,train,real,1,DFD_original sequences/12__hugging_happy.mp4,ok,0,,7.61
DFD,train,real,1,DFD_original sequences/12__kitchen_pan.mp4,ok,0,,6.12
DFD,train,real,1,DFD_original sequences/12__kitchen_still.mp4,ok,0,,6.7
DFD,train,real,1,DFD_original sequences/12__outside_talking_pan_laughing.mp4,ok,0,,7.13
DFD,train,real,1,DFD_original sequences/12__outside_talking_still_laughing.mp4,ok,0,,6.17
DFD,train,real,1,DFD_original sequences/12__podium_speech_happy.mp4,ok,0,,6.98
DFD,train,real,1,DFD_original sequences/12__secret_conversation.mp4,ok,0,,6.87
DFD,train,real,1,DFD_original sequences/12__talking_against_wall.mp4,ok,0,,5.17
DFD,train,real,1,DFD_original sequences/12__talking_angry_couch.mp4,ok,0,,10.2
DFD,train,real,1,DFD_original sequences/12__walk_down_hall_angry.mp4,ok,0,,4.17
DFD,train,real,1,DFD_original sequences/12__walking_and_outside_surprised.mp4,ok,0,,8.65
DFD,train,real,1,DFD_original sequences/12__walking_down_indoor_hall_disgust.mp4,ok,0,,10.5
DFD,train,real,1,DFD_original sequences/12__walking_down_street_outside_angry.mp4,ok,0,,4.96
DFD,train,real,1,DFD_original sequences/12__walking_outside_cafe_disgusted.mp4,ok,0,,4.31
DFD,train,real,1,DFD_original sequences/13__exit_phone_room.mp4,ok,0,,3.32
DFD,train,real,1,DFD_original sequences/13__hugging_happy.mp4,ok,0,,7.17
DFD,train,real,1,DFD_original sequences/13__kitchen_pan.mp4,ok,0,,5.81
DFD,train,real,1,DFD_original sequences/13__kitchen_still.mp4,ok,0,,5.95
DFD,train,real,1,DFD_original sequences/13__outside_talking_pan_laughing.mp4,ok,0,,4.98
DFD,train,real,1,DFD_original sequences/13__outside_talking_still_laughing.mp4,ok,0,,5.23
DFD,train,real,1,DFD_original sequences/13__podium_speech_happy.mp4,ok,0,,6.93
DFD,train,real,1,DFD_original sequences/13__secret_conversation.mp4,ok,0,,6.13
DFD,train,real,1,DFD_original sequences/13__talking_against_wall.mp4,ok,0,,5.45
DFD,train,real,1,DFD_original sequences/13__talking_angry_couch.mp4,ok,0,,8.86
DFD,train,real,1,DFD_original sequences/13__walk_down_hall_angry.mp4,ok,0,,3.4
DFD,train,real,1,DFD_original sequences/13__walking_and_outside_surprised.mp4,ok,0,,7.72
DFD,train,real,1,DFD_original sequences/13__walking_down_indoor_hall_disgust.mp4,ok,0,,11.5
DFD,train,real,1,DFD_original sequences/13__walking_down_street_outside_angry.mp4,ok,0,,4.46
DFD,train,real,1,DFD_original sequences/13__walking_outside_cafe_disgusted.mp4,ok,0,,3.89
DFD,train,real,1,DFD_original sequences/14__exit_phone_room.mp4,ok,0,,5.01
DFD,train,real,1,DFD_original sequences/14__hugging_happy.mp4,ok,0,,2.16
DFD,train,real,1,DFD_original sequences/14__kitchen_pan.mp4,ok,0,,4.96
DFD,train,real,1,DFD_original sequences/14__kitchen_still.mp4,ok,0,,5.82
DFD,train,real,1,DFD_original sequences/14__outside_talking_pan_laughing.mp4,ok,0,,5.48
DFD,train,real,1,DFD_original sequences/14__outside_talking_still_laughing.mp4,ok,0,,5.82
DFD,train,real,1,DFD_original sequences/14__podium_speech_happy.mp4,ok,0,,8.18
DFD,train,real,1,DFD_original sequences/14__secret_conversation.mp4,ok,0,,7.43
DFD,train,real,1,DFD_original sequences/14__talking_against_wall.mp4,ok,0,,6.2
DFD,train,real,1,DFD_original sequences/14__talking_angry_couch.mp4,ok,0,,11.72
DFD,train,real,1,DFD_original sequences/14__walk_down_hall_angry.mp4,ok,0,,5.27
DFD,train,real,1,DFD_original sequences/14__walking_and_outside_surprised.mp4,ok,0,,7.11
DFD,train,real,1,DFD_original sequences/14__walking_down_indoor_hall_disgust.mp4,ok,0,,11.3
DFD,train,real,1,DFD_original sequences/14__walking_down_street_outside_angry.mp4,ok,0,,8.58
DFD,train,real,1,DFD_original sequences/14__walking_outside_cafe_disgusted.mp4,ok,0,,4.57
DFD,train,real,1,DFD_original sequences/15__exit_phone_room.mp4,ok,0,,3.34
DFD,train,real,1,DFD_original sequences/15__hugging_happy.mp4,ok,0,,7.23
DFD,train,real,1,DFD_original sequences/15__kitchen_pan.mp4,ok,0,,4.43
DFD,train,real,1,DFD_original sequences/15__kitchen_still.mp4,ok,0,,5.03
DFD,train,real,1,DFD_original sequences/15__outside_talking_pan_laughing.mp4,ok,0,,6.16
DFD,train,real,1,DFD_original sequences/15__outside_talking_still_laughing.mp4,ok,0,,5.58
DFD,train,real,1,DFD_original sequences/15__podium_speech_happy.mp4,ok,0,,9.8
DFD,train,real,1,DFD_original sequences/15__talking_against_wall.mp4,ok,0,,5.23
DFD,train,real,1,DFD_original sequences/15__talking_angry_couch.mp4,ok,0,,8.38
DFD,train,real,1,DFD_original sequences/15__walk_down_hall_angry.mp4,ok,0,,3.65
DFD,train,real,1,DFD_original sequences/15__walking_and_outside_surprised.mp4,ok,0,,5.86
DFD,train,real,1,DFD_original sequences/15__walking_down_indoor_hall_disgust.mp4,ok,0,,11.81
DFD,train,real,1,DFD_original sequences/15__walking_down_street_outside_angry.mp4,ok,0,,3.76
DFD,train,real,1,DFD_original sequences/15__walking_outside_cafe_disgusted.mp4,ok,0,,4.04
DFD,train,real,1,DFD_original sequences/16__exit_phone_room.mp4,ok,0,,3.68
DFD,train,real,1,DFD_original sequences/16__hugging_happy.mp4,ok,0,,5.93
DFD,train,real,1,DFD_original sequences/16__kitchen_pan.mp4,ok,0,,5.22
DFD,train,real,1,DFD_original sequences/16__kitchen_still.mp4,ok,0,,4.23
DFD,train,real,1,DFD_original sequences/16__outside_talking_pan_laughing.mp4,ok,0,,5.17
DFD,train,real,1,DFD_original sequences/16__podium_speech_happy.mp4,ok,0,,6.96
DFD,train,real,1,DFD_original sequences/16__talking_against_wall.mp4,ok,0,,5.41
DFD,train,real,1,DFD_original sequences/16__walk_down_hall_angry.mp4,ok,0,,3.29
DFD,train,real,1,DFD_original sequences/16__walking_and_outside_surprised.mp4,ok,0,,12.56
DFD,train,real,1,DFD_original sequences/16__walking_down_indoor_hall_disgust.mp4,ok,0,,9.8
DFD,train,real,1,DFD_original sequences/16__walking_down_street_outside_angry.mp4,ok,0,,5.51
DFD,train,real,1,DFD_original sequences/16__walking_outside_cafe_disgusted.mp4,ok,0,,8.88
DFD,train,real,1,DFD_original sequences/17__exit_phone_room.mp4,ok,0,,5.57
DFD,train,real,1,DFD_original sequences/17__hugging_happy.mp4,ok,0,,6.04
DFD,train,real,1,DFD_original sequences/17__kitchen_pan.mp4,ok,0,,5.27
DFD,train,real,1,DFD_original sequences/17__kitchen_still.mp4,ok,0,,5.49
DFD,train,real,1,DFD_original sequences/17__outside_talking_pan_laughing.mp4,ok,0,,5.82
DFD,train,real,1,DFD_original sequences/17__outside_talking_still_laughing.mp4,ok,0,,5.04
DFD,train,real,1,DFD_original sequences/17__podium_speech_happy.mp4,ok,0,,6.91
DFD,train,real,1,DFD_original sequences/17__talking_against_wall.mp4,ok,0,,6.45
DFD,train,real,1,DFD_original sequences/17__talking_angry_couch.mp4,ok,0,,10.8
DFD,train,real,1,DFD_original sequences/17__walk_down_hall_angry.mp4,ok,0,,4.89
DFD,train,real,1,DFD_original sequences/17__walking_and_outside_surprised.mp4,ok,0,,10.53
DFD,train,real,1,DFD_original sequences/17__walking_down_indoor_hall_disgust.mp4,ok,0,,10.02
DFD,train,real,1,DFD_original sequences/17__walking_down_street_outside_angry.mp4,ok,0,,7.6
DFD,train,real,1,DFD_original sequences/18__exit_phone_room.mp4,ok,0,,3.17
DFD,train,real,1,DFD_original sequences/18__kitchen_pan.mp4,ok,0,,6.3
DFD,train,real,1,DFD_original sequences/18__kitchen_still.mp4,ok,0,,5.93
DFD,train,real,1,DFD_original sequences/18__outside_talking_pan_laughing.mp4,ok,0,,6.89
DFD,train,real,1,DFD_original sequences/18__outside_talking_still_laughing.mp4,ok,0,,6.06
DFD,train,real,1,DFD_original sequences/18__podium_speech_happy.mp4,ok,0,,7.52
DFD,train,real,1,DFD_original sequences/18__secret_conversation.mp4,ok,0,,7.26
DFD,train,real,1,DFD_original sequences/18__talking_against_wall.mp4,ok,0,,5.13
DFD,train,real,1,DFD_original sequences/18__walk_down_hall_angry.mp4,ok,0,,3.5
DFD,train,real,1,DFD_original sequences/18__walking_down_street_outside_angry.mp4,ok,0,,4.79
DFD,train,real,1,DFD_original sequences/18__walking_outside_cafe_disgusted.mp4,ok,0,,3.59
DFD,train,real,1,DFD_original sequences/19__exit_phone_room.mp4,ok,0,,3.0
DFD,train,real,1,DFD_original sequences/19__kitchen_pan.mp4,ok,0,,5.5
DFD,train,real,1,DFD_original sequences/19__kitchen_still.mp4,ok,0,,5.39
DFD,train,real,1,DFD_original sequences/19__outside_talking_pan_laughing.mp4,ok,0,,5.64
DFD,train,real,1,DFD_original sequences/19__outside_talking_still_laughing.mp4,ok,0,,5.12
DFD,train,real,1,DFD_original sequences/19__podium_speech_happy.mp4,ok,0,,5.93
DFD,train,real,1,DFD_original sequences/19__secret_conversation.mp4,ok,0,,5.4
DFD,train,real,1,DFD_original sequences/19__talking_against_wall.mp4,ok,0,,6.35
DFD,train,real,1,DFD_original sequences/19__talking_angry_couch.mp4,ok,0,,11.46
DFD,train,real,1,DFD_original sequences/19__walk_down_hall_angry.mp4,ok,0,,5.02
DFD,train,real,1,DFD_original sequences/19__walking_down_street_outside_angry.mp4,ok,0,,5.17
DFD,train,real,1,DFD_original sequences/19__walking_outside_cafe_disgusted.mp4,ok,0,,3.43
DFD,train,real,1,DFD_original sequences/20__exit_phone_room.mp4,ok,0,,3.96
DFD,train,real,1,DFD_original sequences/20__hugging_happy.mp4,ok,0,,7.06
DFD,train,real,1,DFD_original sequences/20__kitchen_pan.mp4,ok,0,,5.32
DFD,train,real,1,DFD_original sequences/20__kitchen_still.mp4,ok,0,,7.12
DFD,train,real,1,DFD_original sequences/20__outside_talking_pan_laughing.mp4,ok,0,,6.27
DFD,train,real,1,DFD_original sequences/20__outside_talking_still_laughing.mp4,ok,0,,5.98
DFD,train,real,1,DFD_original sequences/20__podium_speech_happy.mp4,ok,0,,9.39
DFD,train,real,1,DFD_original sequences/20__secret_conversation.mp4,ok,0,,8.21
DFD,train,real,1,DFD_original sequences/20__talking_against_wall.mp4,ok,0,,8.53
DFD,train,real,1,DFD_original sequences/20__talking_angry_couch.mp4,ok,0,,13.79
DFD,train,real,1,DFD_original sequences/20__walk_down_hall_angry.mp4,ok,0,,5.14
DFD,train,real,1,DFD_original sequences/20__walking_and_outside_surprised.mp4,ok,0,,11.96
DFD,train,real,1,DFD_original sequences/20__walking_down_indoor_hall_disgust.mp4,ok,0,,12.51
DFD,train,real,1,DFD_original sequences/20__walking_down_street_outside_angry.mp4,ok,0,,8.84
DFD,train,real,1,DFD_original sequences/20__walking_outside_cafe_disgusted.mp4,ok,0,,9.06
DFD,test,real,1,DFD_original sequences/21__exit_phone_room.mp4,ok,0,,5.32
DFD,test,real,1,DFD_original sequences/21__hugging_happy.mp4,ok,0,,10.83
DFD,test,real,1,DFD_original sequences/21__kitchen_pan.mp4,ok,0,,7.28
DFD,test,real,1,DFD_original sequences/21__kitchen_still.mp4,ok,0,,7.08
DFD,test,real,1,DFD_original sequences/21__outside_talking_pan_laughing.mp4,ok,0,,6.53
DFD,test,real,1,DFD_original sequences/21__outside_talking_still_laughing.mp4,ok,0,,7.62
DFD,test,real,1,DFD_original sequences/21__podium_speech_happy.mp4,ok,0,,12.18
DFD,test,real,1,DFD_original sequences/21__talking_against_wall.mp4,ok,0,,7.88
DFD,test,real,1,DFD_original sequences/21__talking_angry_couch.mp4,ok,0,,10.91
DFD,test,real,1,DFD_original sequences/21__walk_down_hall_angry.mp4,ok,0,,4.63
DFD,test,real,1,DFD_original sequences/21__walking_and_outside_surprised.mp4,ok,0,,12.14
DFD,test,real,1,DFD_original sequences/21__walking_down_indoor_hall_disgust.mp4,ok,0,,12.89
DFD,test,real,1,DFD_original sequences/21__walking_down_street_outside_angry.mp4,ok,0,,6.32
DFD,test,real,1,DFD_original sequences/21__walking_outside_cafe_disgusted.mp4,ok,0,,5.37
DFD,train,real,1,DFD_original sequences/22__exit_phone_room.mp4,ok,0,,6.87
DFD,train,real,1,DFD_original sequences/22__kitchen_pan.mp4,ok,0,,6.32
DFD,train,real,1,DFD_original sequences/22__kitchen_still.mp4,ok,0,,8.0
DFD,train,real,1,DFD_original sequences/22__outside_talking_pan_laughing.mp4,ok,0,,6.37
DFD,train,real,1,DFD_original sequences/22__outside_talking_still_laughing.mp4,ok,0,,5.81
DFD,train,real,1,DFD_original sequences/22__podium_speech_happy.mp4,ok,0,,6.26
DFD,train,real,1,DFD_original sequences/22__secret_conversation.mp4,ok,0,,37.05
DFD,train,real,1,DFD_original sequences/22__talking_against_wall.mp4,ok,0,,36.97
DFD,train,real,1,DFD_original sequences/22__walk_down_hall_angry.mp4,ok,0,,34.27
DFD,train,real,1,DFD_original sequences/22__walking_and_outside_surprised.mp4,ok,0,,40.14
DFD,train,real,1,DFD_original sequences/22__walking_down_indoor_hall_disgust.mp4,ok,0,,40.41
DFD,train,real,1,DFD_original sequences/22__walking_down_street_outside_angry.mp4,ok,0,,36.87
DFD,train,real,1,DFD_original sequences/22__walking_outside_cafe_disgusted.mp4,ok,0,,37.41
DFD,val,real,1,DFD_original sequences/23__exit_phone_room.mp4,ok,0,,0.88
DFD,val,real,1,DFD_original sequences/23__hugging_happy.mp4,ok,0,,37.94
DFD,val,real,1,DFD_original sequences/23__kitchen_pan.mp4,ok,0,,34.84
DFD,val,real,1,DFD_original sequences/23__kitchen_still.mp4,ok,0,,36.22
DFD,val,real,1,DFD_original sequences/23__outside_talking_pan_laughing.mp4,ok,0,,6.46
DFD,val,real,1,DFD_original sequences/23__outside_talking_still_laughing.mp4,ok,0,,6.97
DFD,val,real,1,DFD_original sequences/23__podium_speech_happy.mp4,ok,0,,8.55
DFD,val,real,1,DFD_original sequences/23__secret_conversation.mp4,ok,0,,7.53
DFD,val,real,1,DFD_original sequences/23__talking_against_wall.mp4,ok,0,,6.86
DFD,val,real,1,DFD_original sequences/23__talking_angry_couch.mp4,ok,0,,9.28
DFD,val,real,1,DFD_original sequences/23__walk_down_hall_angry.mp4,ok,0,,5.37
DFD,val,real,1,DFD_original sequences/23__walking_and_outside_surprised.mp4,ok,0,,10.45
DFD,val,real,1,DFD_original sequences/23__walking_down_indoor_hall_disgust.mp4,ok,0,,11.31
DFD,val,real,1,DFD_original sequences/23__walking_down_street_outside_angry.mp4,ok,0,,8.96
DFD,val,real,1,DFD_original sequences/23__walking_outside_cafe_disgusted.mp4,ok,0,,5.82
DFD,test,real,1,DFD_original sequences/24__exit_phone_room.mp4,ok,0,,4.65
DFD,test,real,1,DFD_original sequences/24__kitchen_pan.mp4,ok,0,,7.22
DFD,test,real,1,DFD_original sequences/24__kitchen_still.mp4,ok,0,,7.01
