dataset,path,label,class_name,split,source_id,target_id,donor_id,donor_seen_in_train,method
DFD,DFD_original sequences/07__hugging_happy.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__kitchen_pan.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__kitchen_still.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__outside_talking_pan_laughing.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__outside_talking_still_laughing.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__podium_speech_happy.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__secret_conversation.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__talking_against_wall.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__talking_angry_couch.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__walk_down_hall_angry.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__walking_down_street_outside_angry.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/07__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:07,07,,,real
DFD,DFD_original sequences/08__exit_phone_room.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__kitchen_pan.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__kitchen_still.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__outside_talking_pan_laughing.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__outside_talking_still_laughing.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__podium_speech_happy.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__talking_against_wall.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__walk_down_hall_angry.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__walking_down_street_outside_angry.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/08__walking_outside_cafe_disgusted.mp4,1,real,val,DFD:08,08,,,real
DFD,DFD_original sequences/09__exit_phone_room.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/09__kitchen_pan.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/09__outside_talking_pan_laughing.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/09__outside_talking_still_laughing.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/09__podium_speech_happy.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/09__talking_against_wall.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/09__talking_angry_couch.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/09__walk_down_hall_angry.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/09__walking_down_street_outside_angry.mp4,1,real,val,DFD:09,09,,,real
DFD,DFD_original sequences/10__exit_phone_room.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__kitchen_pan.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__kitchen_still.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__outside_talking_pan_laughing.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__outside_talking_still_laughing.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__podium_speech_happy.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__talking_against_wall.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__talking_angry_couch.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__walk_down_hall_angry.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__walking_down_street_outside_angry.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/10__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:10,10,,,real
DFD,DFD_original sequences/11__exit_phone_room.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__kitchen_pan.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__kitchen_still.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__outside_talking_pan_laughing.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__outside_talking_still_laughing.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__podium_speech_happy.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__secret_conversation.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__talking_against_wall.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__talking_angry_couch.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__walk_down_hall_angry.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__walking_down_street_outside_angry.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/11__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:11,11,,,real
DFD,DFD_original sequences/12__exit_phone_room.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__hugging_happy.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__kitchen_pan.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__kitchen_still.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__outside_talking_pan_laughing.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__outside_talking_still_laughing.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__podium_speech_happy.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__secret_conversation.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__talking_against_wall.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__talking_angry_couch.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__walk_down_hall_angry.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__walking_and_outside_surprised.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__walking_down_indoor_hall_disgust.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__walking_down_street_outside_angry.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/12__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:12,12,,,real
DFD,DFD_original sequences/13__exit_phone_room.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__hugging_happy.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__kitchen_pan.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__kitchen_still.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__outside_talking_pan_laughing.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__outside_talking_still_laughing.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__podium_speech_happy.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__secret_conversation.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__talking_against_wall.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__talking_angry_couch.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__walk_down_hall_angry.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__walking_and_outside_surprised.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__walking_down_indoor_hall_disgust.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__walking_down_street_outside_angry.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/13__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:13,13,,,real
DFD,DFD_original sequences/14__exit_phone_room.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__hugging_happy.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__kitchen_pan.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__kitchen_still.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__outside_talking_pan_laughing.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__outside_talking_still_laughing.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__podium_speech_happy.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__secret_conversation.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__talking_against_wall.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__talking_angry_couch.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__walk_down_hall_angry.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__walking_and_outside_surprised.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__walking_down_indoor_hall_disgust.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__walking_down_street_outside_angry.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/14__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:14,14,,,real
DFD,DFD_original sequences/15__exit_phone_room.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__hugging_happy.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__kitchen_pan.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__kitchen_still.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__outside_talking_pan_laughing.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__outside_talking_still_laughing.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__podium_speech_happy.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__talking_against_wall.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__talking_angry_couch.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__walk_down_hall_angry.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__walking_and_outside_surprised.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__walking_down_indoor_hall_disgust.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__walking_down_street_outside_angry.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/15__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:15,15,,,real
DFD,DFD_original sequences/16__exit_phone_room.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__hugging_happy.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__kitchen_pan.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__kitchen_still.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__outside_talking_pan_laughing.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__podium_speech_happy.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__talking_against_wall.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__walk_down_hall_angry.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__walking_and_outside_surprised.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__walking_down_indoor_hall_disgust.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__walking_down_street_outside_angry.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/16__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:16,16,,,real
DFD,DFD_original sequences/17__exit_phone_room.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__hugging_happy.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__kitchen_pan.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__kitchen_still.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__outside_talking_pan_laughing.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__outside_talking_still_laughing.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__podium_speech_happy.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__talking_against_wall.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__talking_angry_couch.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__walk_down_hall_angry.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__walking_and_outside_surprised.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__walking_down_indoor_hall_disgust.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/17__walking_down_street_outside_angry.mp4,1,real,train,DFD:17,17,,,real
DFD,DFD_original sequences/18__exit_phone_room.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__kitchen_pan.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__kitchen_still.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__outside_talking_pan_laughing.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__outside_talking_still_laughing.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__podium_speech_happy.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__secret_conversation.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__talking_against_wall.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__walk_down_hall_angry.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__walking_down_street_outside_angry.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/18__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:18,18,,,real
DFD,DFD_original sequences/19__exit_phone_room.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__kitchen_pan.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__kitchen_still.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__outside_talking_pan_laughing.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__outside_talking_still_laughing.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__podium_speech_happy.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__secret_conversation.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__talking_against_wall.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__talking_angry_couch.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__walk_down_hall_angry.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__walking_down_street_outside_angry.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/19__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:19,19,,,real
DFD,DFD_original sequences/20__exit_phone_room.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__hugging_happy.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__kitchen_pan.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__kitchen_still.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__outside_talking_pan_laughing.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__outside_talking_still_laughing.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__podium_speech_happy.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__secret_conversation.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__talking_against_wall.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__talking_angry_couch.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__walk_down_hall_angry.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__walking_and_outside_surprised.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__walking_down_indoor_hall_disgust.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__walking_down_street_outside_angry.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/20__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:20,20,,,real
DFD,DFD_original sequences/21__exit_phone_room.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__hugging_happy.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__kitchen_pan.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__kitchen_still.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__outside_talking_pan_laughing.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__outside_talking_still_laughing.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__podium_speech_happy.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__talking_against_wall.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__talking_angry_couch.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__walk_down_hall_angry.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__walking_and_outside_surprised.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__walking_down_indoor_hall_disgust.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__walking_down_street_outside_angry.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/21__walking_outside_cafe_disgusted.mp4,1,real,test,DFD:21,21,,,real
DFD,DFD_original sequences/22__exit_phone_room.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__kitchen_pan.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__kitchen_still.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__outside_talking_pan_laughing.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__outside_talking_still_laughing.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__podium_speech_happy.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__secret_conversation.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__talking_against_wall.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__walk_down_hall_angry.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__walking_and_outside_surprised.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__walking_down_indoor_hall_disgust.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__walking_down_street_outside_angry.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/22__walking_outside_cafe_disgusted.mp4,1,real,train,DFD:22,22,,,real
DFD,DFD_original sequences/23__exit_phone_room.mp4,1,real,val,DFD:23,23,,,real
DFD,DFD_original sequences/23__hugging_happy.mp4,1,real,val,DFD:23,23,,,real
DFD,DFD_original sequences/23__kitchen_pan.mp4,1,real,val,DFD:23,23,,,real
DFD,DFD_original sequences/23__kitchen_still.mp4,1,real,val,DFD:23,23,,,real
DFD,DFD_original sequences/23__outside_talking_pan_laughing.mp4,1,real,val,DFD:23,23,,,real
